Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
4539,TechCorp,Influencer,Women 25-34,30 days,Google Ads,0.07,"$17,692.00",2.74,Los Angeles,French,691,6461,8,Outdoor Adventurers,2021-06-08
4540,Innovate Industries,Email,Women 35-44,60 days,YouTube,0.15,"$19,616.00",3.71,Miami,Mandarin,311,2854,9,Tech Enthusiasts,2021-06-09
4541,Innovate Industries,Email,Women 35-44,45 days,Facebook,0.08,"$17,421.00",6.52,Chicago,English,227,2455,9,Fashionistas,2021-06-10
4542,Alpha Innovations,Email,Men 18-24,30 days,Email,0.08,"$11,824.00",5.52,Houston,German,541,1351,8,Health & Wellness,2021-06-11
4543,Innovate Industries,Email,Women 35-44,15 days,Google Ads,0.14,"$18,304.00",7.4,Chicago,English,104,2848,8,Health & Wellness,2021-06-12
4544,DataTech Solutions,Social Media,Men 18-24,30 days,Instagram,0.04,"$16,444.00",7.8,New York,German,443,8101,3,Fashionistas,2021-06-13
4545,Innovate Industries,Email,Men 25-34,60 days,Facebook,0.14,"$19,753.00",2.04,Los Angeles,Spanish,523,7091,3,Tech Enthusiasts,2021-06-14
4546,NexGen Systems,Search,Men 25-34,30 days,YouTube,0.07,"$7,583.00",6.73,Miami,Mandarin,187,8796,5,Outdoor Adventurers,2021-06-15
4547,Alpha Innovations,Social Media,Women 25-34,60 days,YouTube,0.13,"$11,038.00",5.53,Miami,German,373,8786,10,Tech Enthusiasts,2021-06-16
4548,NexGen Systems,Email,Men 18-24,45 days,YouTube,0.09,"$11,167.00",2.31,Miami,German,167,9968,8,Tech Enthusiasts,2021-06-17
4549,DataTech Solutions,Influencer,All Ages,30 days,Google Ads,0.13,"$8,241.00",5.09,New York,Spanish,332,9058,1,Health & Wellness,2021-06-18
4550,Innovate Industries,Email,All Ages,15 days,Instagram,0.08,"$6,534.00",7.78,Miami,Spanish,667,3937,9,Foodies,2021-06-19
4551,NexGen Systems,Search,Men 25-34,45 days,Email,0.08,"$15,737.00",7.47,Los Angeles,Spanish,172,2492,2,Health & Wellness,2021-06-20
4552,Alpha Innovations,Influencer,All Ages,45 days,Website,0.08,"$19,596.00",7.69,Miami,English,438,4866,10,Tech Enthusiasts,2021-06-21
4553,DataTech Solutions,Email,Women 25-34,60 days,Website,0.08,"$15,298.00",6.48,New York,Spanish,797,8836,1,Tech Enthusiasts,2021-06-22
4554,DataTech Solutions,Search,Women 25-34,45 days,Email,0.06,"$19,147.00",2.57,Chicago,Spanish,248,4421,10,Foodies,2021-06-23
4555,NexGen Systems,Display,All Ages,45 days,Email,0.12,"$6,748.00",5.74,New York,German,190,6385,7,Tech Enthusiasts,2021-06-24
4556,NexGen Systems,Social Media,Women 35-44,60 days,Website,0.05,"$10,266.00",7.7,Los Angeles,French,656,5559,2,Health & Wellness,2021-06-25
4557,TechCorp,Influencer,All Ages,15 days,Email,0.09,"$9,077.00",2.55,Chicago,Mandarin,893,6417,4,Fashionistas,2021-06-26
4558,Innovate Industries,Social Media,Men 18-24,30 days,YouTube,0.05,"$8,129.00",4.81,Houston,Mandarin,875,8062,9,Tech Enthusiasts,2021-06-27
4559,DataTech Solutions,Search,All Ages,30 days,Google Ads,0.13,"$19,546.00",3.59,Los Angeles,Mandarin,529,1877,10,Foodies,2021-06-28
4560,TechCorp,Influencer,Men 18-24,60 days,Website,0.03,"$10,364.00",2.45,New York,Mandarin,993,9406,2,Outdoor Adventurers,2021-06-29
4561,NexGen Systems,Influencer,Men 18-24,15 days,YouTube,0.03,"$17,384.00",2.39,Miami,Mandarin,626,2748,6,Health & Wellness,2021-06-30
4562,DataTech Solutions,Display,Men 18-24,60 days,Google Ads,0.09,"$13,341.00",7.26,Los Angeles,English,437,8714,3,Outdoor Adventurers,2021-07-01
4563,Alpha Innovations,Social Media,Men 25-34,45 days,Website,0.1,"$6,503.00",5.89,Chicago,German,224,5316,5,Foodies,2021-07-02
4564,TechCorp,Email,All Ages,30 days,Instagram,0.09,"$18,057.00",4.56,Los Angeles,Spanish,540,7324,6,Outdoor Adventurers,2021-07-03
4565,TechCorp,Social Media,Women 25-34,15 days,YouTube,0.09,"$10,879.00",6.22,New York,Spanish,542,5588,7,Health & Wellness,2021-07-04
4566,Innovate Industries,Email,Men 25-34,15 days,Instagram,0.05,"$15,128.00",7.54,Houston,German,375,2403,3,Tech Enthusiasts,2021-07-05
4567,NexGen Systems,Social Media,Women 25-34,15 days,Google Ads,0.15,"$17,254.00",6.79,Los Angeles,English,230,8724,10,Outdoor Adventurers,2021-07-06
4568,DataTech Solutions,Display,Men 18-24,45 days,Instagram,0.15,"$8,698.00",7.97,Chicago,English,409,6370,10,Fashionistas,2021-07-07
4569,TechCorp,Social Media,Women 25-34,60 days,Email,0.09,"$18,094.00",4.87,New York,French,834,3655,8,Fashionistas,2021-07-08
4570,NexGen Systems,Email,Women 35-44,15 days,Facebook,0.11,"$14,722.00",5.84,Miami,Mandarin,369,3159,5,Outdoor Adventurers,2021-07-09
4571,TechCorp,Display,Women 25-34,45 days,YouTube,0.09,"$8,348.00",7.97,Houston,Mandarin,818,7461,3,Fashionistas,2021-07-10
4572,DataTech Solutions,Email,All Ages,60 days,Email,0.04,"$10,964.00",3.54,Los Angeles,Mandarin,590,5954,4,Foodies,2021-07-11
4573,Alpha Innovations,Search,Women 35-44,30 days,Google Ads,0.12,"$8,838.00",2.65,Houston,German,899,5850,3,Tech Enthusiasts,2021-07-12
4574,Alpha Innovations,Display,Women 25-34,45 days,Email,0.1,"$11,086.00",6.35,Chicago,Spanish,831,7088,2,Fashionistas,2021-07-13
4575,Alpha Innovations,Social Media,Women 35-44,45 days,Website,0.14,"$16,123.00",7.03,New York,German,369,3426,1,Tech Enthusiasts,2021-07-14
4576,NexGen Systems,Search,Men 18-24,45 days,Instagram,0.13,"$11,528.00",4.95,Miami,Spanish,519,5896,7,Health & Wellness,2021-07-15
4577,DataTech Solutions,Social Media,Men 18-24,15 days,YouTube,0.12,"$15,431.00",6.49,Houston,French,447,2975,9,Fashionistas,2021-07-16
4578,DataTech Solutions,Display,Women 35-44,45 days,Facebook,0.02,"$13,015.00",6.81,Los Angeles,Spanish,830,1704,3,Health & Wellness,2021-07-17
4579,NexGen Systems,Search,Men 25-34,15 days,Facebook,0.02,"$16,687.00",4.52,Houston,English,111,1397,5,Foodies,2021-07-18
4580,DataTech Solutions,Search,All Ages,30 days,Google Ads,0.06,"$6,438.00",2.33,Miami,English,718,1619,8,Fashionistas,2021-07-19
4581,DataTech Solutions,Social Media,Men 18-24,30 days,Email,0.02,"$8,266.00",7.11,Los Angeles,German,103,9760,10,Outdoor Adventurers,2021-07-20
4582,NexGen Systems,Display,Women 35-44,60 days,Google Ads,0.14,"$18,576.00",3.43,Los Angeles,German,173,9790,4,Foodies,2021-07-21
4583,Innovate Industries,Search,Men 25-34,15 days,Instagram,0.07,"$15,230.00",7.81,Houston,Mandarin,249,9028,3,Fashionistas,2021-07-22
4584,TechCorp,Influencer,Men 18-24,30 days,Google Ads,0.07,"$8,651.00",6.43,Chicago,French,482,8767,4,Health & Wellness,2021-07-23
4585,DataTech Solutions,Social Media,All Ages,45 days,Google Ads,0.12,"$6,091.00",2.03,New York,English,163,2958,8,Outdoor Adventurers,2021-07-24
4586,Alpha Innovations,Influencer,Women 35-44,45 days,YouTube,0.07,"$6,314.00",2.44,Los Angeles,German,356,8422,1,Outdoor Adventurers,2021-07-25
4587,DataTech Solutions,Social Media,Women 25-34,15 days,Instagram,0.09,"$14,938.00",7.9,New York,English,321,6470,6,Health & Wellness,2021-07-26
4588,NexGen Systems,Email,Men 18-24,60 days,Website,0.05,"$15,758.00",3.91,Houston,Mandarin,372,1246,8,Health & Wellness,2021-07-27
4589,Innovate Industries,Search,All Ages,60 days,YouTube,0.12,"$12,991.00",4.12,Houston,French,724,7828,10,Outdoor Adventurers,2021-07-28
4590,DataTech Solutions,Search,All Ages,60 days,Website,0.09,"$15,432.00",3.12,Chicago,French,151,4133,7,Fashionistas,2021-07-29
4591,TechCorp,Influencer,All Ages,60 days,Google Ads,0.03,"$15,010.00",4.26,Houston,Mandarin,381,6020,1,Fashionistas,2021-07-30
4592,DataTech Solutions,Social Media,Women 25-34,60 days,Email,0.06,"$5,994.00",7.05,Miami,German,858,1935,4,Foodies,2021-07-31
4593,NexGen Systems,Search,Men 18-24,15 days,Email,0.12,"$14,291.00",5.58,Los Angeles,Spanish,347,2331,7,Fashionistas,2021-08-01
4594,NexGen Systems,Email,Women 35-44,30 days,YouTube,0.12,"$5,388.00",5.82,Miami,Spanish,628,9414,4,Tech Enthusiasts,2021-08-02
4595,Alpha Innovations,Display,All Ages,15 days,Facebook,0.09,"$5,209.00",7.16,Chicago,French,134,6652,5,Fashionistas,2021-08-03
4596,TechCorp,Email,All Ages,30 days,Email,0.06,"$6,169.00",6.04,Houston,English,466,4560,2,Outdoor Adventurers,2021-08-04
4597,Innovate Industries,Display,Men 18-24,60 days,Website,0.13,"$19,435.00",6.4,Los Angeles,Mandarin,375,6834,6,Outdoor Adventurers,2021-08-05
4598,NexGen Systems,Display,Women 35-44,15 days,Email,0.04,"$5,356.00",3.8,Los Angeles,English,876,5729,1,Outdoor Adventurers,2021-08-06
4599,Innovate Industries,Social Media,Men 25-34,15 days,Email,0.04,"$19,585.00",5.98,New York,French,904,3179,3,Outdoor Adventurers,2021-08-07
4600,DataTech Solutions,Social Media,Women 25-34,60 days,Email,0.05,"$11,084.00",5.68,Los Angeles,Mandarin,119,9942,9,Health & Wellness,2021-08-08
4601,TechCorp,Social Media,Women 35-44,45 days,Website,0.08,"$14,932.00",4.03,Miami,German,737,6393,4,Fashionistas,2021-08-09
4602,TechCorp,Influencer,Women 25-34,15 days,Google Ads,0.14,"$16,562.00",4.25,Houston,Mandarin,662,6013,3,Fashionistas,2021-08-10
4603,TechCorp,Social Media,Men 18-24,15 days,Facebook,0.03,"$7,740.00",3.78,Los Angeles,German,376,7658,5,Foodies,2021-08-11
4604,DataTech Solutions,Email,All Ages,30 days,Google Ads,0.09,"$10,804.00",5.3,New York,Mandarin,356,8770,1,Foodies,2021-08-12
4605,Alpha Innovations,Display,Women 35-44,45 days,YouTube,0.04,"$15,722.00",7.05,Miami,French,724,6004,9,Tech Enthusiasts,2021-08-13
4606,Innovate Industries,Search,Men 25-34,15 days,Instagram,0.12,"$13,222.00",5.2,New York,French,508,2195,7,Foodies,2021-08-14
4607,TechCorp,Email,All Ages,15 days,Facebook,0.11,"$18,750.00",3.79,Los Angeles,German,150,3631,2,Outdoor Adventurers,2021-08-15
4608,TechCorp,Display,Men 18-24,45 days,Email,0.07,"$14,103.00",2.26,New York,German,236,6998,6,Tech Enthusiasts,2021-08-16
4609,DataTech Solutions,Search,All Ages,60 days,Google Ads,0.12,"$6,424.00",7.36,Miami,French,990,2444,6,Fashionistas,2021-08-17
4610,Alpha Innovations,Search,Men 18-24,30 days,Google Ads,0.08,"$15,650.00",5.02,Chicago,Mandarin,111,2418,1,Foodies,2021-08-18
4611,Alpha Innovations,Search,Men 25-34,30 days,YouTube,0.09,"$15,918.00",3.32,New York,Spanish,300,9550,7,Fashionistas,2021-08-19
4612,TechCorp,Email,Women 25-34,60 days,Website,0.11,"$5,002.00",7.27,Los Angeles,Mandarin,215,6044,4,Fashionistas,2021-08-20
4613,Innovate Industries,Email,Men 18-24,45 days,Facebook,0.08,"$16,250.00",3.82,Miami,German,602,7677,9,Foodies,2021-08-21
4614,Innovate Industries,Influencer,All Ages,60 days,Website,0.02,"$9,405.00",7.73,New York,French,511,2028,5,Tech Enthusiasts,2021-08-22
4615,NexGen Systems,Email,Women 35-44,15 days,Website,0.01,"$19,716.00",7.34,Miami,Spanish,345,2704,10,Outdoor Adventurers,2021-08-23
4616,NexGen Systems,Email,All Ages,60 days,Email,0.09,"$12,494.00",6.93,Miami,Spanish,478,7483,1,Fashionistas,2021-08-24
4617,NexGen Systems,Influencer,Men 25-34,30 days,Facebook,0.11,"$8,449.00",6.32,New York,French,831,8686,2,Health & Wellness,2021-08-25
4618,TechCorp,Social Media,Men 18-24,15 days,Facebook,0.15,"$10,844.00",4.2,Chicago,English,135,9278,2,Outdoor Adventurers,2021-08-26
4619,NexGen Systems,Email,Women 25-34,60 days,Website,0.06,"$18,070.00",4.75,Houston,Mandarin,144,9507,10,Foodies,2021-08-27
4620,DataTech Solutions,Email,Men 18-24,60 days,Instagram,0.05,"$9,390.00",7.11,Houston,Mandarin,311,9809,1,Foodies,2021-08-28
4621,Alpha Innovations,Display,Women 35-44,60 days,Website,0.04,"$13,482.00",6.46,Los Angeles,Spanish,458,5048,5,Outdoor Adventurers,2021-08-29
4622,Innovate Industries,Display,Men 18-24,30 days,Email,0.02,"$8,698.00",4.4,Miami,English,433,8359,4,Fashionistas,2021-08-30
4623,DataTech Solutions,Social Media,Men 25-34,45 days,Email,0.04,"$14,217.00",5.63,Miami,French,246,1769,9,Outdoor Adventurers,2021-08-31
4624,DataTech Solutions,Email,Men 25-34,15 days,Google Ads,0.05,"$8,126.00",2.55,Chicago,English,530,5393,4,Fashionistas,2021-09-01
4625,TechCorp,Display,All Ages,60 days,Email,0.13,"$12,729.00",7.67,New York,Spanish,111,1467,4,Foodies,2021-09-02
4626,Innovate Industries,Search,Women 35-44,45 days,Instagram,0.03,"$12,975.00",6.89,Los Angeles,English,409,5503,3,Tech Enthusiasts,2021-09-03
4627,NexGen Systems,Influencer,Men 25-34,60 days,Facebook,0.06,"$19,063.00",3.59,Los Angeles,French,237,5948,7,Health & Wellness,2021-09-04
4628,Innovate Industries,Email,Men 25-34,45 days,Facebook,0.04,"$16,411.00",4.27,New York,French,194,2016,4,Fashionistas,2021-09-05
4629,DataTech Solutions,Email,Men 18-24,15 days,Website,0.07,"$17,076.00",7.0,Houston,Mandarin,414,4717,9,Health & Wellness,2021-09-06
4630,Alpha Innovations,Email,Men 25-34,30 days,Website,0.11,"$11,105.00",5.3,Houston,French,444,1742,6,Outdoor Adventurers,2021-09-07
4631,TechCorp,Search,All Ages,60 days,Google Ads,0.1,"$13,030.00",3.43,Houston,Spanish,112,8814,7,Outdoor Adventurers,2021-09-08
4632,TechCorp,Email,All Ages,15 days,Email,0.05,"$8,861.00",4.8,Los Angeles,Mandarin,431,1606,8,Outdoor Adventurers,2021-09-09
4633,NexGen Systems,Display,Women 35-44,15 days,Website,0.1,"$19,493.00",3.44,Miami,French,923,1489,6,Tech Enthusiasts,2021-09-10
4634,TechCorp,Email,Women 25-34,45 days,Google Ads,0.14,"$19,911.00",3.86,New York,German,815,9988,7,Outdoor Adventurers,2021-09-11
4635,Alpha Innovations,Influencer,Women 35-44,60 days,Website,0.07,"$14,868.00",5.79,Houston,Spanish,782,7092,9,Fashionistas,2021-09-12
4636,Alpha Innovations,Search,All Ages,60 days,Instagram,0.05,"$8,423.00",5.62,Los Angeles,Mandarin,152,1769,7,Foodies,2021-09-13
4637,Alpha Innovations,Email,Women 25-34,45 days,Email,0.07,"$16,770.00",5.17,Los Angeles,French,693,9239,9,Fashionistas,2021-09-14
4638,Innovate Industries,Influencer,Men 25-34,45 days,Google Ads,0.13,"$5,722.00",2.38,New York,French,434,8459,1,Foodies,2021-09-15
4639,Alpha Innovations,Email,Women 35-44,60 days,Instagram,0.13,"$12,602.00",6.25,Los Angeles,English,450,9068,8,Foodies,2021-09-16
4640,Innovate Industries,Social Media,Men 25-34,15 days,Instagram,0.07,"$14,600.00",4.31,Houston,Mandarin,323,2171,1,Outdoor Adventurers,2021-09-17
4641,Innovate Industries,Email,Women 25-34,15 days,YouTube,0.11,"$10,911.00",4.01,Houston,English,912,6358,1,Outdoor Adventurers,2021-09-18
4642,DataTech Solutions,Social Media,All Ages,45 days,Facebook,0.05,"$13,695.00",4.74,Houston,French,325,6397,9,Health & Wellness,2021-09-19
4643,Innovate Industries,Influencer,Men 18-24,45 days,YouTube,0.07,"$12,192.00",4.87,Chicago,German,696,3287,1,Outdoor Adventurers,2021-09-20
4644,DataTech Solutions,Search,Women 25-34,45 days,YouTube,0.11,"$9,205.00",5.87,Chicago,French,458,8373,6,Fashionistas,2021-09-21
4645,DataTech Solutions,Email,Men 18-24,30 days,YouTube,0.06,"$18,311.00",2.06,New York,English,230,2093,3,Foodies,2021-09-22
4646,Innovate Industries,Influencer,Women 25-34,60 days,Google Ads,0.02,"$13,909.00",6.94,Houston,Mandarin,359,4915,2,Outdoor Adventurers,2021-09-23
4647,DataTech Solutions,Search,Men 18-24,30 days,Website,0.02,"$7,644.00",5.62,Miami,Mandarin,249,2107,2,Tech Enthusiasts,2021-09-24
4648,DataTech Solutions,Search,Men 25-34,30 days,YouTube,0.1,"$16,685.00",5.52,Los Angeles,Mandarin,125,9489,9,Foodies,2021-09-25
4649,NexGen Systems,Search,Women 25-34,15 days,Google Ads,0.04,"$9,252.00",4.27,New York,French,599,9458,2,Fashionistas,2021-09-26
4650,Alpha Innovations,Search,All Ages,30 days,YouTube,0.03,"$5,783.00",7.81,Miami,German,439,3942,8,Health & Wellness,2021-09-27
4651,DataTech Solutions,Email,Men 18-24,60 days,YouTube,0.05,"$8,132.00",4.74,Los Angeles,French,626,5686,3,Fashionistas,2021-09-28
4652,Alpha Innovations,Email,All Ages,60 days,Facebook,0.14,"$10,239.00",4.56,New York,French,548,4316,8,Tech Enthusiasts,2021-09-29
4653,Alpha Innovations,Social Media,Women 25-34,60 days,Website,0.14,"$17,338.00",2.55,Los Angeles,German,993,3826,6,Outdoor Adventurers,2021-09-30
4654,TechCorp,Influencer,Women 35-44,60 days,Facebook,0.1,"$16,670.00",5.62,Miami,German,124,5598,9,Health & Wellness,2021-10-01
4655,DataTech Solutions,Social Media,Women 35-44,60 days,Instagram,0.01,"$12,827.00",6.98,Miami,Spanish,154,7991,10,Tech Enthusiasts,2021-10-02
4656,NexGen Systems,Display,Men 18-24,45 days,Google Ads,0.03,"$11,356.00",6.06,Miami,Spanish,892,6321,8,Health & Wellness,2021-10-03
4657,TechCorp,Email,Women 35-44,30 days,Instagram,0.04,"$16,424.00",6.03,Los Angeles,Spanish,970,2158,1,Foodies,2021-10-04
4658,DataTech Solutions,Social Media,Women 35-44,45 days,Website,0.06,"$18,952.00",4.09,Houston,French,450,3966,1,Fashionistas,2021-10-05
4659,TechCorp,Display,All Ages,30 days,Google Ads,0.12,"$18,019.00",7.45,Houston,Spanish,217,5326,7,Foodies,2021-10-06
4660,NexGen Systems,Email,Men 25-34,30 days,Facebook,0.03,"$12,486.00",2.48,Los Angeles,French,580,7902,3,Outdoor Adventurers,2021-10-07
4661,DataTech Solutions,Social Media,Women 25-34,30 days,YouTube,0.05,"$19,006.00",5.68,Los Angeles,Spanish,483,4111,5,Foodies,2021-10-08
4662,Innovate Industries,Search,Men 18-24,30 days,Facebook,0.06,"$7,937.00",5.05,Miami,English,551,7904,1,Health & Wellness,2021-10-09
4663,Innovate Industries,Influencer,Men 18-24,45 days,Email,0.1,"$16,454.00",4.44,Miami,English,805,6895,1,Outdoor Adventurers,2021-10-10
4664,Alpha Innovations,Social Media,Women 35-44,45 days,Email,0.09,"$10,597.00",2.04,Houston,German,203,3827,4,Foodies,2021-10-11
4665,TechCorp,Display,All Ages,45 days,Email,0.05,"$11,501.00",4.58,New York,Spanish,232,9144,9,Health & Wellness,2021-10-12
4666,Alpha Innovations,Email,Women 35-44,60 days,YouTube,0.02,"$10,105.00",5.89,Los Angeles,English,588,6909,3,Fashionistas,2021-10-13
4667,Alpha Innovations,Influencer,Men 25-34,30 days,Instagram,0.12,"$8,812.00",7.47,New York,English,898,4084,8,Health & Wellness,2021-10-14
4668,DataTech Solutions,Email,Men 25-34,15 days,Facebook,0.07,"$15,329.00",3.08,Miami,French,862,3820,10,Health & Wellness,2021-10-15
4669,Alpha Innovations,Influencer,Women 35-44,60 days,Facebook,0.13,"$5,651.00",7.22,New York,English,333,6210,7,Outdoor Adventurers,2021-10-16
4670,NexGen Systems,Email,Men 25-34,30 days,Email,0.02,"$10,300.00",7.65,Houston,Mandarin,306,8805,9,Tech Enthusiasts,2021-10-17
4671,TechCorp,Email,Women 25-34,15 days,Email,0.06,"$16,955.00",2.61,Los Angeles,Mandarin,409,7953,5,Foodies,2021-10-18
4672,TechCorp,Social Media,All Ages,60 days,Google Ads,0.07,"$11,205.00",3.51,Chicago,German,830,5263,1,Fashionistas,2021-10-19
4673,TechCorp,Influencer,All Ages,15 days,Website,0.07,"$10,354.00",7.39,Los Angeles,English,876,4551,4,Health & Wellness,2021-10-20
4674,NexGen Systems,Social Media,All Ages,45 days,Facebook,0.09,"$12,302.00",2.57,Los Angeles,French,678,3605,9,Outdoor Adventurers,2021-10-21
4675,TechCorp,Display,Men 18-24,60 days,Google Ads,0.09,"$18,622.00",3.03,Miami,Mandarin,871,2970,3,Fashionistas,2021-10-22
4676,Innovate Industries,Search,Men 25-34,15 days,Instagram,0.12,"$15,821.00",4.23,Chicago,English,965,1879,10,Health & Wellness,2021-10-23
4677,DataTech Solutions,Display,Women 35-44,60 days,Email,0.07,"$9,101.00",6.47,New York,Spanish,1000,1421,2,Foodies,2021-10-24
4678,Alpha Innovations,Display,Women 35-44,60 days,Website,0.08,"$9,928.00",5.84,Chicago,Spanish,437,6618,1,Foodies,2021-10-25
4679,Alpha Innovations,Social Media,Women 35-44,15 days,Instagram,0.13,"$10,750.00",7.65,Chicago,Mandarin,265,4727,9,Outdoor Adventurers,2021-10-26
4680,Innovate Industries,Influencer,Women 25-34,60 days,YouTube,0.14,"$12,695.00",3.5,Chicago,German,562,9633,3,Health & Wellness,2021-10-27
4681,Innovate Industries,Search,Women 35-44,30 days,Instagram,0.14,"$10,867.00",7.31,Chicago,French,854,8088,4,Health & Wellness,2021-10-28
4682,Alpha Innovations,Search,Women 25-34,45 days,Google Ads,0.05,"$6,160.00",7.62,Chicago,Mandarin,759,1656,4,Health & Wellness,2021-10-29
4683,NexGen Systems,Influencer,All Ages,30 days,Email,0.08,"$12,071.00",4.51,Miami,Mandarin,117,7702,10,Foodies,2021-10-30
4684,TechCorp,Influencer,Women 35-44,15 days,Facebook,0.04,"$7,360.00",5.21,New York,Spanish,218,8049,9,Fashionistas,2021-10-31
4685,DataTech Solutions,Email,Women 25-34,45 days,Google Ads,0.07,"$17,509.00",5.29,Los Angeles,English,372,6292,6,Outdoor Adventurers,2021-11-01
4686,DataTech Solutions,Search,All Ages,15 days,Email,0.07,"$18,502.00",4.89,New York,Spanish,221,4428,6,Foodies,2021-11-02
4687,TechCorp,Search,Men 18-24,15 days,Instagram,0.06,"$5,500.00",7.05,New York,German,344,3215,8,Health & Wellness,2021-11-03
4688,DataTech Solutions,Influencer,Women 25-34,30 days,Instagram,0.08,"$13,992.00",6.98,Miami,Spanish,441,7135,7,Health & Wellness,2021-11-04
4689,Innovate Industries,Social Media,All Ages,30 days,Google Ads,0.11,"$10,979.00",5.92,Houston,German,245,2792,7,Fashionistas,2021-11-05
4690,DataTech Solutions,Email,Women 25-34,45 days,Email,0.14,"$8,666.00",2.26,New York,English,734,3123,7,Health & Wellness,2021-11-06
4691,Innovate Industries,Display,Men 25-34,15 days,Website,0.05,"$18,322.00",2.21,Miami,Spanish,104,9850,6,Health & Wellness,2021-11-07
4692,DataTech Solutions,Email,Men 25-34,45 days,Facebook,0.06,"$11,736.00",2.81,New York,Mandarin,595,1374,4,Health & Wellness,2021-11-08
4693,DataTech Solutions,Email,Men 25-34,45 days,Email,0.01,"$6,484.00",5.63,New York,English,654,7564,8,Fashionistas,2021-11-09
4694,DataTech Solutions,Social Media,Women 35-44,30 days,Website,0.09,"$7,293.00",4.15,Chicago,Spanish,414,1420,5,Tech Enthusiasts,2021-11-10
4695,NexGen Systems,Search,All Ages,15 days,YouTube,0.02,"$18,069.00",6.58,Miami,French,809,1640,2,Foodies,2021-11-11
4696,DataTech Solutions,Email,Women 25-34,30 days,YouTube,0.1,"$18,841.00",7.31,Miami,Mandarin,215,8071,9,Outdoor Adventurers,2021-11-12
4697,NexGen Systems,Search,Men 25-34,15 days,Email,0.06,"$5,101.00",7.12,Houston,Spanish,820,6595,10,Outdoor Adventurers,2021-11-13
4698,NexGen Systems,Search,Women 35-44,30 days,Instagram,0.08,"$17,578.00",7.02,New York,English,542,8194,4,Foodies,2021-11-14
4699,NexGen Systems,Social Media,Men 25-34,30 days,Facebook,0.08,"$10,580.00",3.31,Los Angeles,Mandarin,791,3012,6,Fashionistas,2021-11-15
4700,Innovate Industries,Display,Women 35-44,15 days,Instagram,0.1,"$16,005.00",5.33,Los Angeles,German,929,5361,10,Health & Wellness,2021-11-16
4701,Alpha Innovations,Influencer,All Ages,45 days,Email,0.02,"$9,701.00",4.87,Chicago,French,924,6041,3,Tech Enthusiasts,2021-11-17
4702,DataTech Solutions,Influencer,All Ages,15 days,Facebook,0.1,"$13,744.00",2.33,Houston,Spanish,554,6560,3,Tech Enthusiasts,2021-11-18
4703,Innovate Industries,Social Media,Men 25-34,60 days,Email,0.02,"$12,218.00",4.62,Chicago,Spanish,773,2668,7,Fashionistas,2021-11-19
4704,TechCorp,Email,Women 25-34,45 days,Instagram,0.06,"$10,206.00",3.85,New York,Mandarin,992,4474,3,Health & Wellness,2021-11-20
4705,DataTech Solutions,Social Media,Women 35-44,15 days,Email,0.15,"$13,282.00",7.28,Chicago,French,629,4179,2,Fashionistas,2021-11-21
4706,NexGen Systems,Email,All Ages,15 days,Google Ads,0.03,"$14,077.00",5.91,Los Angeles,Spanish,549,8153,4,Fashionistas,2021-11-22
4707,Innovate Industries,Influencer,All Ages,45 days,Website,0.12,"$18,171.00",5.64,New York,German,667,3408,8,Outdoor Adventurers,2021-11-23
4708,NexGen Systems,Social Media,Women 35-44,60 days,Email,0.05,"$17,193.00",3.39,New York,Mandarin,332,6630,1,Outdoor Adventurers,2021-11-24
4709,DataTech Solutions,Social Media,Women 25-34,15 days,Google Ads,0.01,"$12,656.00",3.59,Miami,Mandarin,134,1800,6,Fashionistas,2021-11-25
4710,DataTech Solutions,Search,All Ages,45 days,Google Ads,0.01,"$5,460.00",3.72,Miami,French,200,4688,10,Fashionistas,2021-11-26
4711,Alpha Innovations,Influencer,All Ages,45 days,Website,0.06,"$13,343.00",2.14,Chicago,English,294,1875,9,Foodies,2021-11-27
4712,TechCorp,Social Media,Women 25-34,45 days,Email,0.13,"$6,509.00",2.57,Chicago,English,619,4583,4,Fashionistas,2021-11-28
4713,DataTech Solutions,Display,Men 25-34,15 days,Email,0.08,"$9,445.00",5.67,Houston,French,350,8869,1,Foodies,2021-11-29
4714,DataTech Solutions,Social Media,Men 25-34,30 days,Facebook,0.06,"$13,395.00",2.12,New York,German,745,7483,7,Foodies,2021-11-30
4715,Innovate Industries,Influencer,All Ages,15 days,Facebook,0.15,"$6,290.00",6.16,New York,French,283,2626,2,Fashionistas,2021-12-01
4716,Innovate Industries,Search,Men 18-24,15 days,Facebook,0.11,"$16,369.00",3.05,Los Angeles,German,886,7465,6,Fashionistas,2021-12-02
4717,DataTech Solutions,Social Media,Men 25-34,15 days,Instagram,0.01,"$15,994.00",2.02,Miami,German,604,9195,5,Tech Enthusiasts,2021-12-03
4718,TechCorp,Influencer,Men 18-24,45 days,YouTube,0.05,"$11,035.00",4.29,Houston,Mandarin,101,2329,3,Foodies,2021-12-04
4719,DataTech Solutions,Display,All Ages,15 days,Instagram,0.14,"$8,693.00",2.76,Chicago,English,100,9533,2,Health & Wellness,2021-12-05
4720,Alpha Innovations,Email,All Ages,45 days,YouTube,0.03,"$19,030.00",3.01,Los Angeles,German,735,5442,6,Health & Wellness,2021-12-06
